total loss, value loss, policy loss, Agent wins, Heuristic wins, Ties
1.1047800779342651, 0.13696850836277008, 0.9678115844726562, 0, 19, 1
0.7783347368240356, 0.19585995376110077, 0.5824747681617737, 0, 19, 1
0.6856694221496582, 0.3350589871406555, 0.3506104350090027, 1, 14, 5
0.5728325843811035, 0.3479044735431671, 0.2249280959367752, 0, 17, 3
0.6170375347137451, 0.44572049379348755, 0.17131705582141876, 1, 16, 3
0.5600529909133911, 0.4348348379135132, 0.12521818280220032, 0, 9, 11
0.42092418670654297, 0.3426373600959778, 0.07828682661056519, 0, 9, 11
0.38062506914138794, 0.3406206965446472, 0.04000438377261162, 0, 10, 10
0.2602381706237793, 0.225457102060318, 0.034781068563461304, 0, 10, 10
0.36658069491386414, 0.25605690479278564, 0.1105237826704979, 0, 4, 16
0.41172707080841064, 0.2954151928424835, 0.11631186306476593, 0, 8, 12
0.3029886484146118, 0.2270323932170868, 0.07595626264810562, 0, 4, 16
0.28171026706695557, 0.21280469000339508, 0.06890556216239929, 0, 2, 18
0.22729678452014923, 0.18208827078342438, 0.045208510011434555, 0, 9, 11
0.29821351170539856, 0.17817460000514984, 0.12003891170024872, 0, 9, 11
0.33069944381713867, 0.2116580754518509, 0.11904138326644897, 0, 9, 11
0.2883949875831604, 0.19170017540454865, 0.09669481962919235, 0, 10, 10
0.25562331080436707, 0.20665112137794495, 0.04897218570113182, 0, 7, 13
0.2843323051929474, 0.21570798754692078, 0.06862431764602661, 0, 9, 11
0.19105438888072968, 0.17363859713077545, 0.017415791749954224, 0, 8, 12
0.13131797313690186, 0.13012968003749847, 0.0011882984545081854, 0, 6, 14
0.16249492764472961, 0.15864142775535583, 0.0038534936029464006, 0, 10, 10
0.17878112196922302, 0.17477522790431976, 0.004005901049822569, 0, 9, 11
0.15743528306484222, 0.15590617060661316, 0.0015291055897250772, 0, 10, 10
0.15718476474285126, 0.1551843136548996, 0.0020004536490887403, 0, 7, 13
0.1696210652589798, 0.16663019359111786, 0.00299087748862803, 0, 9, 11
0.17117413878440857, 0.1681741625070572, 0.0029999716207385063, 0, 10, 10
0.20020607113838196, 0.19798441231250763, 0.002221663948148489, 0, 6, 14
0.1462792009115219, 0.1447421759366989, 0.0015370200853794813, 0, 8, 12
0.12057021260261536, 0.11912856996059418, 0.001441645435988903, 0, 9, 11
0.15465490520000458, 0.15329673886299133, 0.001358162029646337, 0, 10, 10
0.16062021255493164, 0.15795022249221802, 0.0026699895970523357, 0, 5, 15
0.180091992020607, 0.17444978654384613, 0.0056421998888254166, 0, 5, 15
0.15223456919193268, 0.14781008660793304, 0.00442447979003191, 0, 7, 13
0.120336152613163, 0.11751652508974075, 0.002819627523422241, 0, 10, 10
0.11066990345716476, 0.10798683017492294, 0.0026830732822418213, 0, 10, 10
0.10324762016534805, 0.10190731287002563, 0.001340304035693407, 0, 10, 10
0.1489013135433197, 0.14692623913288116, 0.001975070685148239, 0, 10, 10
0.19275952875614166, 0.1862899661064148, 0.006469558924436569, 0, 10, 10
0.17402799427509308, 0.1691576987504959, 0.00487028993666172, 0, 10, 10
0.12909197807312012, 0.1279824674129486, 0.0011095074005424976, 0, 9, 11
0.14355094730854034, 0.14194004237651825, 0.00161090143956244, 0, 9, 11
0.13688084483146667, 0.13521866500377655, 0.001662182854488492, 0, 10, 10
0.18351635336875916, 0.18218593299388885, 0.0013304144376888871, 0, 10, 10
0.15834152698516846, 0.15784117579460144, 0.0005003518308512866, 0, 10, 10
0.2111949473619461, 0.21068412065505981, 0.0005108256591483951, 0, 10, 10
0.18691088259220123, 0.1859218031167984, 0.0009890771470963955, 0, 10, 10
0.18482236564159393, 0.18375883996486664, 0.0010635221842676401, 0, 10, 10
0.18774130940437317, 0.18652622401714325, 0.0012150849215686321, 0, 10, 10
0.22193220257759094, 0.2135377675294876, 0.008394438773393631, 0, 10, 10
0.22157259285449982, 0.212886780500412, 0.008685806766152382, 0, 10, 10
0.1912062168121338, 0.1894388347864151, 0.001767389359883964, 0, 10, 10
0.1934901922941208, 0.19271238148212433, 0.0007778091239742935, 0, 10, 10
0.18078887462615967, 0.18033111095428467, 0.00045775968465022743, 0, 10, 10
0.1334807276725769, 0.132717102766037, 0.0007636292721144855, 0, 10, 10
0.1233435794711113, 0.12166627496480942, 0.0016773027600720525, 0, 10, 10
0.1470010131597519, 0.14531616866588593, 0.0016848488012328744, 0, 10, 10
0.16565701365470886, 0.16395026445388794, 0.0017067432636395097, 0, 10, 10
0.1669798493385315, 0.1656510829925537, 0.0013287629699334502, 0, 10, 10
0.15588191151618958, 0.15425163507461548, 0.0016302791191264987, 0, 10, 10
0.14149846136569977, 0.1397322565317154, 0.0017662093741819263, 0, 10, 10
0.1953812539577484, 0.19352062046527863, 0.0018606362864375114, 0, 10, 10
0.19506043195724487, 0.19299529492855072, 0.0020651426166296005, 0, 10, 10
0.16126154363155365, 0.15934278070926666, 0.001918767229653895, 0, 10, 10
0.14680737257003784, 0.14511863887310028, 0.0016887272940948606, 0, 10, 10
0.13773369789123535, 0.13617683947086334, 0.0015568612143397331, 0, 10, 10
0.15222926437854767, 0.15013258159160614, 0.002096678828820586, 0, 10, 10
0.1720721274614334, 0.16921170055866241, 0.0028604238759726286, 0, 10, 10
0.19682154059410095, 0.19447392225265503, 0.002347616944462061, 0, 10, 10
0.2064400613307953, 0.20318783819675446, 0.003252224298194051, 0, 10, 10
0.17833033204078674, 0.1724516600370407, 0.005878667812794447, 0, 10, 10
0.1604614108800888, 0.15558534860610962, 0.004876058083027601, 0, 10, 10
0.15950320661067963, 0.15490084886550903, 0.004602355882525444, 0, 10, 10
0.19389641284942627, 0.19294345378875732, 0.0009529534145258367, 0, 10, 10
0.18894489109516144, 0.18811599910259247, 0.0008288898388855159, 0, 10, 10
0.20437490940093994, 0.17289897799491882, 0.03147592395544052, 0, 10, 10
0.19733715057373047, 0.16573071479797363, 0.03160643205046654, 0, 10, 10
0.19122818112373352, 0.16218674182891846, 0.029041439294815063, 0, 10, 10
0.19268034398555756, 0.1906912475824356, 0.001989090582355857, 0, 10, 10
0.16644945740699768, 0.16363759338855743, 0.0028118574991822243, 0, 10, 10
0.20606248080730438, 0.20006883144378662, 0.0059936512261629105, 0, 10, 10
0.22869457304477692, 0.22386376559734344, 0.0048308055847883224, 0, 10, 10
0.20807769894599915, 0.20534206926822662, 0.0027356259524822235, 0, 10, 10
0.21363301575183868, 0.21095237135887146, 0.0026806483510881662, 0, 10, 10
0.20357729494571686, 0.20093044638633728, 0.0026468492578715086, 0, 10, 10
0.20005309581756592, 0.19784799218177795, 0.0022051106207072735, 0, 10, 10
0.18159425258636475, 0.17879217863082886, 0.002802071860060096, 0, 10, 10
0.19856010377407074, 0.19514910876750946, 0.0034109933767467737, 0, 10, 10
0.21021237969398499, 0.20771445333957672, 0.00249793054535985, 0, 10, 10
0.18864990770816803, 0.1856382042169571, 0.003011709079146385, 0, 10, 10
0.16759569942951202, 0.16543371975421906, 0.0021619764156639576, 0, 10, 10
0.13793477416038513, 0.13564687967300415, 0.002287888200953603, 0, 10, 10
0.13207972049713135, 0.13128046691417694, 0.0007992469472810626, 0, 10, 10
0.13928793370723724, 0.13805383443832397, 0.0012341000838205218, 0, 10, 10
0.1488519012928009, 0.1477011740207672, 0.0011507218005135655, 0, 10, 10
0.1283888816833496, 0.12762463092803955, 0.0007642562850378454, 0, 10, 10
0.16022224724292755, 0.13141532242298126, 0.02880692109465599, 0, 10, 10
0.15818218886852264, 0.1279374063014984, 0.03024478629231453, 0, 10, 10
0.2144480049610138, 0.18374310433864594, 0.03070489689707756, 0, 10, 10
0.1693631261587143, 0.16691553592681885, 0.0024475872050970793, 0, 10, 10
0.14669860899448395, 0.14581066370010376, 0.0008879504748620093, 0, 10, 10
0.14091992378234863, 0.14022277295589447, 0.0006971580442041159, 0, 10, 10
0.12764395773410797, 0.12727166712284088, 0.0003722858091350645, 0, 10, 10
0.13299353420734406, 0.13189132511615753, 0.0011022146791219711, 0, 10, 10
0.16480770707130432, 0.1634153425693512, 0.0013923601945862174, 0, 10, 10
0.1707099825143814, 0.16914130747318268, 0.0015686803963035345, 0, 10, 10
0.18426156044006348, 0.18223939836025238, 0.002022156026214361, 0, 10, 10
0.18422800302505493, 0.18271024525165558, 0.0015177642926573753, 0, 10, 10
0.16493403911590576, 0.16084060072898865, 0.004093443043529987, 0, 10, 10
0.16652342677116394, 0.1635936200618744, 0.002929806476458907, 0, 10, 10
0.17328962683677673, 0.17019560933113098, 0.0030940144788473845, 0, 10, 10
0.17091050744056702, 0.16858245432376862, 0.0023280540481209755, 0, 10, 10
