total loss, value loss, policy loss, Agent wins, Heuristic wins, Ties
2.067425012588501, 0.2482898235321045, 1.8191351890563965, 0, 1, 1
2.056448221206665, 0.2422894537448883, 1.8141586780548096, 0, 2, 0
2.0591959953308105, 0.2616158723831177, 1.7975800037384033, 0, 2, 0
1.9006085395812988, 0.22056035697460175, 1.6800482273101807, 0, 2, 0
1.8850858211517334, 0.28974366188049316, 1.5953421592712402, 0, 1, 1
1.825209140777588, 0.29823175072669983, 1.5269774198532104, 0, 2, 0
1.7969048023223877, 0.30733710527420044, 1.4895676374435425, 0, 2, 0
1.6969430446624756, 0.24537748098373413, 1.4515655040740967, 0, 2, 0
1.613487720489502, 0.20489168167114258, 1.4085960388183594, 0, 1, 1
1.5608456134796143, 0.27852776646614075, 1.282317876815796, 0, 2, 0
1.4477477073669434, 0.26088273525238037, 1.186864972114563, 0, 1, 1
1.4089932441711426, 0.28477275371551514, 1.1242204904556274, 0, 0, 2
1.310189127922058, 0.24894528090953827, 1.0612438917160034, 0, 0, 2
1.3048012256622314, 0.27742117643356323, 1.0273799896240234, 0, 1, 1
1.4201633930206299, 0.3984951674938202, 1.0216681957244873, 0, 2, 0
1.4021248817443848, 0.3860616385936737, 1.0160632133483887, 0, 2, 0
1.2627487182617188, 0.30611753463745117, 0.9566312432289124, 0, 2, 0
1.3051466941833496, 0.35583654046058655, 0.9493101835250854, 0, 1, 1
1.1992486715316772, 0.2823133170604706, 0.9169353246688843, 0, 2, 0
1.1684606075286865, 0.2956039309501648, 0.8728567361831665, 0, 2, 0
1.1633527278900146, 0.31182920932769775, 0.8515234589576721, 0, 2, 0
1.2366092205047607, 0.3648858964443207, 0.8717233538627625, 0, 1, 1
1.267401933670044, 0.36708372831344604, 0.9003182053565979, 0, 1, 1
1.160764217376709, 0.31603625416755676, 0.8447279334068298, 0, 1, 1
1.2168354988098145, 0.3986167013645172, 0.8182188272476196, 0, 1, 1
1.2102792263031006, 0.3962245583534241, 0.8140546679496765, 0, 1, 1
1.1400909423828125, 0.3446160852909088, 0.7954748272895813, 0, 1, 1
1.07546067237854, 0.24504856765270233, 0.8304120898246765, 0, 1, 1
1.036399006843567, 0.21727897226810455, 0.8191200494766235, 0, 1, 1
1.037597894668579, 0.2286764234304428, 0.8089214563369751, 0, 1, 1
1.1078033447265625, 0.32424628734588623, 0.7835569977760315, 0, 1, 1
1.0919444561004639, 0.33528584241867065, 0.756658673286438, 0, 1, 1
1.0077725648880005, 0.22538389265537262, 0.7823886871337891, 0, 1, 1
1.0252647399902344, 0.24428428709506989, 0.7809804081916809, 0, 1, 1
0.9122475385665894, 0.1990533471107483, 0.7131941914558411, 0, 1, 1
0.9365147352218628, 0.2030404657125473, 0.7334742546081543, 0, 2, 0
0.9670267105102539, 0.24956664443016052, 0.7174600958824158, 0, 2, 0
0.9603298902511597, 0.26397159695625305, 0.6963582634925842, 0, 1, 1
0.9868514537811279, 0.2551625072956085, 0.731688916683197, 0, 2, 0
0.9168633222579956, 0.20408959686756134, 0.7127737402915955, 0, 1, 1
1.0420808792114258, 0.31327497959136963, 0.7288059592247009, 0, 1, 1
0.9861657023429871, 0.2845996618270874, 0.7015660405158997, 0, 1, 1
0.9221689105033875, 0.22606205940246582, 0.6961068511009216, 0, 1, 1
1.0295376777648926, 0.2844848334789276, 0.7450528740882874, 0, 2, 0
0.9484364986419678, 0.26214924454689026, 0.6862872242927551, 0, 2, 0
0.9027600288391113, 0.21791349351406097, 0.6848465204238892, 0, 2, 0
